year	class	student	Pre_1	Pre_2	Pre_3	Pre_4	Pre_5	Pre_6	Pre_7	Pre_8	Pre_9	Pre_10	Pre_11	Pre_12	Pre_13	Pre_14	Pre_15	Pre_16	Pre_17	Pre_18	Pre_19	Pre_20	Pre_21	Pre_22	Post_1	Post_2	Post_3	Post_4	Post_5	Post_6	Post_7	Post_8	Post_9	Post_10	Post_11	Post_12	Post_13	Post_14	Post_15	Post_16	Post_17	Post_18	Post_19	Post_20	Post_21	Post_22
2016_Genie	Pair1_430	ST1	0	1	1	1	0	0	1	0	1	1	1	1	1	1	0	1	0	0	0	1	1	0	0	0	1	0	1	1	0	1	0	1	0	1	0	0	1	0	0	1	1	1	0	0
2016_Genie	Pair2_600	ST2	0	1	1	1	1	0	1	0	1	0	0	0	0	1	1	0	1	0	1	0	1	1	0	0	1	1	0	0	1	0	1	0	1	0	0	0	1	0	1	0	1	0	1	1
2016_Genie	Pair2_430	ST3	0	0	1	1	0	0	0	1	1	1	1	0	0	0	0	1	1	1	0	1	0	1	0	0	1	1	1	0	1	0	1	0	1	0	1	0	0	0	1	1	0	1	1	0
2016_Genie	Pair1_430	ST4	0	0	1	1	0	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	0	1	0	1	1	1	0	0	0	0	1	1	0	1	1	1	1	0	0	0	1	1	0	1
2016_Genie	Pair1_300	ST5	0	0	1	1	0	1	0	0	0	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	1	0	0	1	0	1	1	1	0	1	1	1	1	0	1	0	0
2016_Genie	Pair2_430	ST6	0	1	1	0	1	1	1	1	1	0	0	0	1	1	1	1	0	0	1	0	1	0	0	1	1	1	0	0	1	1	1	0	1	0	1	1	1	0	0	1	0	1	0	1
2016_Genie	Pair2_300	ST7	0	1	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	1	1	1	1	1	1	1	0	1	1	0	0	1	0	0	1	1	1	0	1
2016_Genie	Pair1_430	ST8	0	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1
2016_Genie	Pair1_430	ST9	1	1	1	1	0	1	0	0	1	1	0	1	1	1	1	0	0	1	0	0	0	1	0	0	1	0	0	1	1	0	0	0	1	0	0	1	1	1	1	0	0	1	1	0
2016_Genie	Pair1_430	ST10	1	1	1	1	1	0	0	0	1	1	1	0	1	1	1	1	0	1	1	1	1	0	0	1	1	1	0	0	1	0	1	1	1	0	1	0	0	0	0	1	1	0	0	0
2016_Genie	Pair1_300	ST11	1	1	0	1	0	0	1	0	1	0	1	0	1	0	1	1	0	1	1	1	1	0	0	1	0	0	0	0	1	0	1	0	1	1	1	1	1	1	0	1	1	1	0	0
2016_Genie	Pair2_600	ST12	1	0	1	1	0	0	1	0	0	1	0	0	0	1	1	0	0	1	1	1	1	1	0	0	1	1	0	0	1	0	1	1	1	0	1	1	1	1	0	1	0	0	1	0
2016_Genie	Pair2_600	ST13	1	0	1	0	0	0	1	0	1	1	1	0	0	0	1	0	0	1	1	1	1	0	0	0	1	1	0	0	1	1	1	0	1	0	1	1	1	0	1	0	1	1	0	0
2016_Genie	Pair2_730	ST14	1	1	0	0	0	0	1	0	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	0	1	1	0	1	0	1	1	0
2016_Genie	Pair1_300	ST15	1	1	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	1	0	0	1	1	1	1	0	1	0	1	0	0	0	1	1	1	1	0	1	0	1	0	0
2016_Genie	Pair2_300	ST16	1	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	0	1	0	1	1	1	0	1	1	1	1	0	1	0	0	1	0
2016_Genie	Pair2_300	ST17	1	0	0	0	1	0	1	1	0	0	1	1	0	0	1	0	1	1	1	1	0	0	0	1	0	1	1	0	1	1	0	1	1	1	1	0	1	0	1	1	0	1	0	0
2016_Genie	Pair2_600	ST18	1	1	1	1	0	0	1	0	1	1	1	0	1	0	1	0	1	1	0	1	1	1	0	1	1	1	0	0	1	0	1	1	0	1	1	1	1	0	1	1	0	1	0	1
2016_Genie	Pair1_430	ST19	1	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	1	1	1	0	1	1	1	1	0	1	0	1	1	0	1	1	1	1	0	0	0	1	1	1	0
2016_Genie	Pair2_430	ST20	1	0	1	1	1	0	1	0	0	1	1	0	0	0	1	1	0	1	1	0	0	1	0	0	1	1	1	0	1	1	0	1	1	1	0	0	1	1	1	1	1	0	1	0
2016_Genie	Pair2_430	ST21	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	1	0	1	1	0	1	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1
2016_Genie	Pair2_430	ST22	1	0	0	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
2016_Genie	Pair1_300	ST24	0	0	1	1	0	0	1	0	1	1	0	1	1	1	1	0	1	0	1	0	1	0	1	0	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	1	0
2016_Genie	Pair2_430	ST25	0	0	1	1	0	0	1	0	0	1	1	0	1	0	1	1	0	1	1	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	0	0	1	0	0	1	0
2016_Genie	Pair1_300	ST26	0	1	1	1	1	1	1	0	1	0	1	0	1	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	1	1	1	0	1	1	0	1	0	0	1	0	0	1	0	0
2016_Genie	Pair2_600	ST27	0	0	0	1	0	0	1	0	0	0	1	1	0	0	1	1	0	1	1	0	1	1	1	1	1	1	0	0	0	0	0	1	1	0	1	0	1	0	1	1	0	1	0	0
2016_Genie	Pair2_430	ST28	0	0	1	1	1	0	1	0	1	0	0	1	1	0	0	1	0	1	1	1	0	0	1	0	1	1	1	0	0	1	1	0	1	0	1	0	1	0	0	1	0	0	1	1
2016_Genie	Pair2_730	ST29	0	1	1	0	1	1	0	0	1	1	1	0	1	0	1	1	0	1	0	1	1	0	1	0	1	1	1	1	0	0	1	1	1	0	1	0	0	0	0	1	0	0	1	1
2016_Genie	Pair2_730	ST30	0	0	1	1	0	1	0	0	1	1	1	0	0	0	1	1	0	0	0	1	0	0	1	1	1	1	0	0	1	1	0	1	1	0	0	0	1	1	1	0	0	1	0	0
2016_Genie	Pair2_300	ST31	0	0	1	1	0	0	1	0	0	1	1	0	1	0	0	0	0	1	1	1	1	0	1	0	0	0	1	0	1	0	1	1	1	1	1	0	0	0	1	1	0	1	0	1
2016_Genie	Pair2_430	ST32	0	1	1	1	0	0	0	0	0	1	0	0	1	1	1	1	0	1	1	0	0	0	1	1	1	1	1	0	0	0	0	1	1	1	1	0	1	1	0	1	0	1	0	0
2016_Genie	Pair1_730	ST33	0	0	1	1	0	0	1	0	1	0	0	0	1	0	1	0	1	1	0	1	0	0	1	0	1	1	1	1	0	0	1	0	1	0	1	0	1	0	1	0	1	1	0	1
2016_Genie	Pair1_730	ST34	0	0	1	0	0	1	1	1	1	0	1	1	0	0	1	1	0	1	1	1	1	1	1	0	1	0	0	1	0	1	1	1	1	0	1	1	0	1	0	1	0	0	1	1
2016_Genie	Pair1_300	ST35	0	1	1	0	1	0	1	0	1	1	1	0	0	1	0	1	0	1	1	0	1	1	1	1	1	1	0	0	0	1	0	1	1	1	0	1	0	0	0	1	1	1	1	0
2016_Genie	Pair1_430	ST36	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	1	0	0	1	0	0	1	1	0	1	0	1	1	1	1	0	1	1	0	0	1	1	0	1	0
2016_Genie	Pair2_430	ST37	0	0	0	1	1	0	0	1	1	1	0	0	0	0	1	1	0	1	0	1	1	0	1	1	1	1	1	0	1	0	1	1	1	0	0	0	1	1	1	1	0	1	1	0
2016_Genie	Pair2_600	ST38	0	1	0	0	0	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	0	1	0	0	1	1	0	1	1	1	0	0	1	1	1	1	1
2016_Genie	Pair2_730	ST39	0	0	1	1	1	1	1	1	0	1	1	0	1	0	1	0	1	1	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	0	1	0	1
2016_Genie	Pair2_300	ST40	0	1	1	0	1	1	1	1	0	1	1	0	0	0	0	0	1	1	1	0	1	1	1	1	0	0	1	1	1	0	1	1	1	0	1	0	1	1	1	1	0	1	1	1
2016_Genie	Pair2_600	ST41	0	1	1	0	0	0	1	1	1	0	1	0	0	0	1	1	0	1	0	0	0	1	1	0	1	1	1	1	1	0	1	0	1	0	1	0	1	1	1	1	1	1	1	1
2016_Genie	Pair2_430	ST42	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1
2016_Genie	Pair1_300	ST43	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1
2016_Genie	Pair2_730	ST44	0	1	1	1	1	0	1	0	1	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0
2016_Genie	Pair1_300	ST45	0	0	1	0	0	0	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2016_Genie	Pair1_730	ST46	1	0	0	0	0	1	0	0	1	1	0	1	1	1	1	0	1	0	0	1	1	0	1	0	1	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0
2016_Genie	Pair2_600	ST47	1	0	1	1	0	1	1	0	1	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	1	1	0	1	0	0	0	1
2016_Genie	Pair1_600	ST48	1	0	1	0	1	1	1	1	0	1	1	0	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	0	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	1
2016_Genie	Pair1_430	ST49	1	0	0	0	1	0	1	1	0	0	1	1	0	0	1	0	1	1	1	1	0	0	1	1	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	1
2016_Genie	Pair1_430	ST50	1	0	0	1	1	1	0	0	1	1	1	0	0	0	0	0	1	1	1	0	1	0	1	0	0	1	1	1	0	1	0	0	0	1	1	0	0	1	0	0	1	1	0	0
2016_Genie	Pair2_300	ST51	1	1	0	0	1	0	1	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	1	0	1	0	0	0	1	1	0	1	0	0	0	0
2016_Genie	Pair2_300	ST52	1	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	1	1	0	1	0	1	0	1
2016_Genie	Pair2_730	ST53	1	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	0	1	1	0	1	1	1	0	1	0	1	0	1	1	1	0	1	0	1	0	0	0	0	1	1	0	0	0
2016_Genie	Pair1_430	ST54	1	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0	0	1	0	0	0	1	1	0	0	0	1	0	1	0	0	1	1	1	1	0	1	0	1	0	0	0	1	0
2016_Genie	Pair2_430	ST55	1	0	0	0	0	1	1	1	1	0	0	1	1	1	1	0	0	0	1	1	1	0	1	1	1	0	0	0	1	0	1	0	1	1	1	0	0	0	0	1	0	1	1	0
2016_Genie	Pair1_730	ST56	1	1	1	0	1	0	0	0	1	1	1	1	1	1	1	0	1	1	1	0	0	0	1	0	1	1	0	1	0	0	1	1	0	0	0	1	1	0	1	0	0	1	1	0
2016_Genie	Pair2_430	ST57	1	0	1	1	1	1	0	1	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1	0	1	1	1	1	0	0	0	0	0	1	1	0	1	1	0	1	0	0	1	0
2016_Genie	Pair2_430	ST58	1	1	1	1	0	0	1	0	1	1	0	1	1	0	1	0	0	1	1	0	1	0	1	0	1	1	0	0	1	0	0	1	1	0	1	0	1	0	1	0	0	1	1	0
2016_Genie	Pair2_600	ST59	1	1	1	0	1	0	1	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0	0	0	1	1	1	1	1
2016_Genie	Pair2_430	ST60	1	1	0	0	0	0	1	0	1	0	1	1	0	0	1	1	0	1	1	0	1	0	1	0	1	1	0	0	1	0	1	1	0	0	1	0	1	0	1	1	1	0	1	0
2016_Genie	Pair1_600	ST61	1	1	1	1	0	0	1	0	1	1	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	0	1	0	0	0	0	1	0	1	1	0
2016_Genie	Pair1_430	ST62	1	1	0	0	0	1	1	1	0	0	1	0	0	1	0	1	0	1	0	0	1	1	1	0	1	1	0	0	0	0	1	0	0	0	1	1	1	1	0	1	1	1	0	1
2016_Genie	Pair1_430	ST63	1	1	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	1	1	1	0	0	0	1	0	1	1	0	1	0	0	1	1	0	1	0	1	1	0
2016_Genie	Pair1_430	ST64	1	1	0	0	0	0	1	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	1	1	0	1	0	0	1	1	0	1	1	0	1	0	1	0	0	1	1	0	1	1
2016_Genie	Pair1_430	ST65	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1	1	1	0	0	1	0	1	0	1	0	1	0	1	1	0	1	1	1	1	1	0	1	0	1	0	0
2016_Genie	Pair2_300	ST66	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	0	0	1	0	1	1	1	0	1	0	1	0	1	1	1	1	0	0	0	1	1	1	0	0	1	0	1	1
2016_Genie	Pair2_730	ST67	1	1	1	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	1	1	0	1	1	1	1	0	1	0	1	0	1	0	1	1	1	0	1	0	0	0	1	1	0	1
2016_Genie	Pair2_300	ST68	1	1	1	1	1	1	0	1	1	1	0	1	0	0	0	1	1	1	0	1	0	1	1	0	1	1	1	0	0	0	1	0	0	1	1	0	1	0	1	1	1	0	1	1
2016_Genie	Pair1_430	ST69	1	0	0	1	1	0	0	0	1	1	0	0	0	0	1	1	0	1	0	1	1	0	1	1	1	1	0	0	0	0	1	1	1	1	1	0	1	0	0	1	0	1	1	0
2016_Genie	Pair2_600	ST70	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	0	0	0	0	0	1	0	1	1	1	1	0	0	1	0	1	1	1	0	1	0	1	1	0	0	1	0	1	0
2016_Genie	Pair1_300	ST71	1	1	1	1	1	0	1	0	1	1	1	1	0	0	1	1	0	0	0	1	1	1	1	1	1	1	0	0	1	0	1	1	0	1	0	0	1	1	0	1	0	1	1	0
2016_Genie	Pair2_730	ST72	1	1	0	0	0	0	1	0	1	1	0	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	0	0	1	1	1	0	0	0	1	0	1	0	0	1	1	0	1	1
2016_Genie	Pair1_730	ST73	1	1	0	1	0	0	1	0	1	0	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	0	1	0	0	1	1	0	1	0
2016_Genie	Pair2_730	ST74	1	0	1	1	0	1	1	0	1	0	1	1	1	0	1	1	0	1	0	1	1	0	1	1	1	1	0	0	1	0	1	1	0	1	1	0	1	0	1	1	1	0	1	0
2016_Genie	Pair1_430	ST75	1	0	1	1	1	1	0	1	1	1	1	0	0	1	0	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	1	0	1	0	0
2016_Genie	Pair2_430	ST76	1	0	1	0	0	0	1	1	1	1	1	0	1	0	1	1	0	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	0	0	1	0	0	1	0
2016_Genie	Pair1_430	ST77	1	0	1	0	1	0	1	0	0	1	1	0	1	1	1	0	0	0	1	1	0	1	1	1	1	0	1	0	1	0	0	1	1	0	1	1	1	0	0	1	0	1	1	1
2016_Genie	Pair2_600	ST78	1	0	1	1	0	0	1	0	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	1	0	1	1	1	0	1	0	1	0	0	1	1	0	1	1
2016_Genie	Pair1_600	ST79	1	1	0	1	1	0	1	0	1	1	1	1	0	0	0	0	0	1	0	1	1	1	1	1	1	1	0	0	1	0	1	1	1	0	1	1	1	0	1	1	0	0	1	0
2016_Genie	Pair2_730	ST80	1	0	0	0	1	0	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0	0	0	1	1	1	1	1	0	1	1
2016_Genie	Pair2_300	ST81	1	1	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	0	0	1	0	1	1	0
2016_Genie	Pair2_300	ST82	1	1	1	1	0	0	0	0	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	1	0	1	0	1	0	1	1	1	1	1	0
2016_Genie	Pair2_430	ST83	1	1	1	1	1	0	1	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	0	0	1	0	1	1	1	1	1	0	1	0	1	1	1	0	0	1
2016_Genie	Pair1_730	ST84	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	0	1	0	1	1	0	1	1	1	1	0	0	1	1	1	1	1	0	1	0	1	1	0	1	0	1	1	0
2016_Genie	Pair1_430	ST85	1	1	0	1	0	0	1	0	1	0	0	0	0	1	1	1	0	0	1	0	0	1	1	0	1	1	1	1	0	1	1	1	0	0	0	1	1	1	0	0	1	1	1	1
2016_Genie	Pair2_300	ST86	1	1	1	1	0	0	1	0	1	1	1	0	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	0	0	0	1	1	1	0	1	0	1	1	1	0	1	1	0	1
2016_Genie	Pair1_300	ST87	1	1	0	0	0	0	1	0	1	1	1	1	0	0	1	1	1	0	1	0	1	0	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0	0	1	1	0	1	1	0
2016_Genie	Pair2_430	ST88	1	0	1	1	1	0	1	1	1	0	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	0	1	0	1	1	0	1	1	0
2016_Genie	Pair1_430	ST89	1	0	0	1	0	0	1	0	1	1	1	0	1	0	1	1	0	1	0	1	1	0	1	1	1	1	0	0	1	0	1	1	1	1	1	0	1	1	0	1	0	1	1	0
2016_Genie	Pair2_300	ST90	1	1	0	0	1	0	0	1	1	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	0	0	1	1	1	0	0	1	1	1	1	1	1	0	1
2016_Genie	Pair1_300	ST91	1	0	0	1	0	0	1	0	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	1	1	1	1	0	1	0	1	1
2016_Genie	Pair2_430	ST92	1	0	0	1	0	0	1	0	1	1	1	0	0	0	1	1	0	1	0	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	0	1	0	0
2016_Genie	Pair1_600	ST93	1	1	1	0	1	0	1	0	0	1	1	0	1	0	1	1	0	1	1	1	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1	1	1	1	0	1	1	1
2016_Genie	Pair2_600	ST94	1	1	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	1	1	1	1	0	0	1	1	1	1	0	1	1	0	1	1	1	1	0
2016_Genie	Pair2_300	ST95	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	0	1	1	1	1	1	1	1	0	0	0	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1
2016_Genie	Pair2_430	ST96	1	0	1	0	0	0	1	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	0
2016_Genie	Pair2_730	ST97	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	1	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	0
2016_Genie	Pair1_430	ST98	1	1	1	1	0	1	1	0	1	0	1	0	0	0	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0
2016_Genie	Pair1_300	ST99	1	1	0	1	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	0	1	1	0	0	1	1	1	1	0	1
2016_Genie	Pair1_600	ST100	1	1	1	0	1	1	1	1	1	1	0	1	0	0	1	1	1	1	0	0	1	0	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	0	0
2016_Genie	Pair2_600	ST101	1	0	1	0	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	0	0
2016_Genie	Pair2_300	ST102	1	1	1	0	1	0	1	0	1	1	0	1	0	1	0	0	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0	0	1	1	1	0	1
2016_Genie	Pair1_730	ST103	1	1	0	1	0	0	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1
2016_Genie	Pair1_300	ST104	1	0	1	1	1	0	1	1	1	0	0	0	1	0	1	0	0	1	1	1	0	1	1	0	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	1	1	0
2016_Genie	Pair1_600	ST105	1	1	0	1	0	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	0	1	1	1	1	1	0
2016_Genie	Pair2_430	ST106	1	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	1	1	0	1	0	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	0
2016_Genie	Pair2_600	ST107	1	1	1	1	0	0	1	0	1	1	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	0	1	1	0	1	1	0
2016_Genie	Pair2_430	ST108	1	0	1	1	0	0	1	0	1	1	1	0	0	1	0	0	1	1	1	1	0	0	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0
2016_Genie	Pair2_600	ST109	1	1	0	1	1	0	1	0	0	1	0	0	0	0	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	0	1	0	0	1	1	0	1	0	1	1	1	1	1	1
2016_Genie	Pair2_430	ST110	1	1	1	1	1	0	1	0	1	1	1	0	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	0	1	1	1	1	0
2016_Genie	Pair2_430	ST111	1	1	1	0	0	0	1	0	1	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	0	1
2016_Genie	Pair1_300	ST112	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	0	0	1	1	1	1	1
2016_Genie	Pair2_300	ST113	1	1	0	1	1	0	1	0	1	1	1	0	0	0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	0
2016_Genie	Pair1_600	ST114	1	1	0	1	0	0	1	1	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	1	0	0	1	1	1	1	1	1
2016_Genie	Pair1_430	ST115	1	1	1	0	0	0	1	0	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1
2016_Genie	Pair2_430	ST116	1	0	0	0	1	1	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0
2016_Genie	Pair2_600	ST117	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1
2016_Genie	Pair2_430	ST118	1	1	1	1	0	0	1	0	1	1	1	1	0	0	1	1	0	1	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1
2016_Genie	Pair1_730	ST119	1	1	1	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1
2016_Genie	Pair1_300	ST120	1	0	0	0	1	1	1	1	0	1	0	0	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	1	0
2016_Genie	Pair2_730	ST121	1	1	1	1	0	0	1	0	0	1	1	0	0	0	1	0	0	1	0	1	1	0	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1
2016_Genie	Pair1_300	ST122	1	1	1	1	0	0	1	0	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1
2016_Genie	Pair1_300	ST123	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1
2016_Genie	Pair1_600	ST124	1	0	1	0	1	1	0	0	1	1	0	0	0	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	0
2016_Genie	Pair1_600	ST125	1	1	1	1	1	0	1	0	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0
2016_Genie	Pair2_300	ST126	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	0	0	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1
2016_Genie	Pair1_300	ST127	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	0	1	1	1
2016_Genie	Pair2_730	ST128	1	1	1	1	1	0	1	0	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0
2016_Genie	Pair1_430	ST129	1	0	1	0	1	0	1	0	1	0	0	1	0	1	1	1	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1
2016_Genie	Pair2_430	ST130	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
