year	class	student	Pre_1	Pre_2	Pre_3	Pre_4	Pre_5	Pre_6	Pre_7	Pre_8	Pre_9	Pre_10	Pre_11	Pre_12	Pre_13	Pre_14	Pre_15	Pre_16	Pre_17	Pre_18	Pre_19	Pre_20	Pre_21	Pre_22	Post_1	Post_2	Post_3	Post_4	Post_5	Post_6	Post_7	Post_8	Post_9	Post_10	Post_11	Post_12	Post_13	Post_14	Post_15	Post_16	Post_17	Post_18	Post_19	Post_20	Post_21	Post_22
2017_Genie	Pair2_130	ST84	1	0	0	0	1	0	1	0	1	1	0	0	0	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0
2017_Genie	Pair2_130	ST90	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
2017_Genie	Pair2_130	ST101	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2017_Genie	Pair2_130	ST115	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2017_Genie	Pair2_130	ST128	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2017_Genie	Pair2_130	ST131	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2017_Genie	Pair2_130	ST133	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2017_Genie	Pair2_130	ST143	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2017_Genie	Pair2_130	ST146	1	1	1	1	1	1	0	1	1	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2017_Genie	Pair2_130	ST149	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1
2017_Genie	Pair2_130	ST154	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1
2017_Genie	Pair2_130	ST160	1	0	1	1	1	0	1	0	1	1	1	0	0	0	1	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
2017_Genie	Pair2_130	ST166	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2017_Genie	Pair2_130	ST173	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2017_Genie	Pair2_130	ST178	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2017_Genie	Pair2_130	ST181	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
2017_Genie	Pair2_130	ST188	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2017_Genie	Pair2_130	ST200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
2017_Genie	Pair2_130	ST201	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2017_Genie	Pair2_130	ST204	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2017_Genie	Pair2_130	ST216	1	0	1	0	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2017_Genie	Pair2_130	ST220	1	1	1	1	0	0	0	0	1	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1
2017_Genie	Pair2_130	ST221	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2017_Genie	Pair2_130	ST230	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
2017_Genie	Pair2_130	ST234	1	0	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	0	1	0	1	1	0
2017_Genie	Pair2_130	ST242	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2017_Genie	Pair2_130	ST248	1	1	0	0	1	0	0	0	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1	1	0	0	1	1	0	1	1
2017_Genie	Pair2_130	ST294	1	1	1	1	1	0	1	0	1	1	0	0	1	1	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
2017_Genie	Pair2_130	ST302	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2017_Genie	Pair1_700	ST3	0	0	1	1	1	1	0	1	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	0	1	0	1	0	0	1	1	0	1	0	1	0	1	0	1	1	0	1	1	1
2017_Genie	Pair1_700	ST14	1	0	1	0	1	0	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	0	1	1	0	1	1	1	1	0
2017_Genie	Pair1_700	ST19	1	1	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	1	1	0	1	0	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0	0	1	1	0	0	1
2017_Genie	Pair1_700	ST24	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	0
2017_Genie	Pair1_700	ST34	1	1	1	1	1	0	1	0	1	1	1	0	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	0	1	1	1	0	0	1	1	1	1	1
2017_Genie	Pair1_700	ST44	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2017_Genie	Pair1_700	ST55	1	0	1	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	0	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	1	1	1	1	1	0	0	1	1	0
2017_Genie	Pair1_700	ST60	1	0	0	1	1	0	1	0	1	0	0	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	0	0	1	0	1	1	1
2017_Genie	Pair1_700	ST63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2017_Genie	Pair1_700	ST75	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2017_Genie	Pair1_700	ST80	1	1	1	1	1	1	1	0	1	1	0	0	1	0	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	0	1	1	0	1	0	1	1	1
2017_Genie	Pair1_700	ST83	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
2017_Genie	Pair1_700	ST85	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2017_Genie	Pair1_700	ST89	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2017_Genie	Pair1_700	ST93	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2017_Genie	Pair1_700	ST96	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2017_Genie	Pair1_700	ST102	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
2017_Genie	Pair1_700	ST107	1	0	1	1	0	0	1	0	1	1	1	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	1	0	1	1	1	0	1	1	1	0	0	1	1	0	1	1
2017_Genie	Pair1_700	ST108	1	1	1	0	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
2017_Genie	Pair1_700	ST136	0	0	0	1	0	0	1	0	1	1	1	1	0	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1
2017_Genie	Pair1_700	ST150	1	1	1	1	0	0	1	0	1	0	1	0	1	0	1	0	0	1	1	0	1	1	1	0	1	1	1	0	0	1	1	1	1	0	1	0	1	0	0	1	1	0	1	1
2017_Genie	Pair1_700	ST153	0	1	1	1	1	0	0	1	1	1	1	0	1	0	1	0	0	1	0	1	1	0	1	1	1	1	0	0	1	1	1	1	0	1	1	1	0	1	1	1	0	1	1	1
2017_Genie	Pair1_700	ST155	1	1	1	1	0	0	1	0	1	0	1	0	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2017_Genie	Pair1_700	ST167	1	0	1	1	1	1	0	1	1	1	0	0	0	0	1	1	0	0	1	1	0	1	1	0	1	1	1	1	0	1	1	1	1	0	0	1	1	0	1	1	1	1	0	1
2017_Genie	Pair1_700	ST168	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2017_Genie	Pair1_700	ST182	1	1	1	1	0	0	1	0	1	1	1	0	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1
2017_Genie	Pair1_700	ST184	1	0	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
2017_Genie	Pair1_700	ST194	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1
2017_Genie	Pair1_700	ST196	1	1	1	1	0	0	1	0	1	1	1	1	1	0	1	0	0	0	1	0	0	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1
2017_Genie	Pair1_700	ST198	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2017_Genie	Pair1_700	ST202	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1
2017_Genie	Pair1_700	ST207	0	1	1	1	0	0	1	0	1	0	1	0	1	0	1	0	0	1	1	0	1	1	1	0	1	1	0	0	1	1	1	0	0	0	1	0	1	0	0	1	1	0	1	1
2017_Genie	Pair1_700	ST208	1	1	1	1	1	1	0	1	1	1	0	1	0	0	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1
2017_Genie	Pair1_700	ST240	1	0	1	1	1	0	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1
2017_Genie	Pair1_700	ST246	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2017_Genie	Pair1_700	ST266	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2017_Genie	Pair1_700	ST271	1	0	1	0	0	0	0	1	0	1	1	1	1	0	1	1	0	0	0	0	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1
2017_Genie	Pair1_700	ST273	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2017_Genie	Pair1_700	ST287	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2017_Genie	Pair1_700	ST293	1	0	0	1	0	0	0	0	0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
2017_Genie	Pair1_700	ST296	1	0	1	1	0	0	1	1	1	1	1	0	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1
2017_Genie	Pair1_700	ST297	1	0	0	0	0	1	1	0	0	1	1	1	1	0	1	0	0	1	0	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0	1	1	0	1	1	0
2017_Genie	Pair1_700	ST306	1	1	1	1	1	0	1	0	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2017_Genie	Pair1_700	ST308	1	1	1	1	1	0	1	1	0	1	1	0	0	1	1	0	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
2017_Genie	Pair1_700	ST314	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2017_Genie	Pair2_700	ST6	1	0	1	1	0	0	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2017_Genie	Pair2_700	ST28	1	0	1	1	0	0	1	1	1	1	0	0	0	1	1	1	0	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	0
2017_Genie	Pair2_700	ST33	1	0	1	1	0	0	0	0	1	0	1	1	1	0	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1
2017_Genie	Pair2_700	ST46	1	1	1	1	0	0	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
2017_Genie	Pair2_700	ST61	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2017_Genie	Pair2_700	ST64	1	0	1	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	0	0	1	1
